entry_id,headword_kin,pronunciation_kin,synonym_kin,english_terms,french_terms,domain,definition_kin,source_title,source_page,source_year,review_status,notes
rcha-it-000219,Igikoresho koranabuhanga,igikoreesho kôranabûhaânga,,ICT tool | IT tool | IT interface,Outil TIC | outil informatique,Ikoranabuhanga rya mudasobwa.,"Icyifashishwa mu itumanaho hakoreshejwe ibintu cyangwa inkoranabuhanga, twavuga mudasobwa, imfotoranyandiko, ingaragazamakuru, ikibaho cy’umweru nyoroshyakazi, isesenguranyandiko, murandasi, imfatamajwi, telefoni ngendanwa, inkoranabuhanga nkoreshwa z’imbuga nkoranyambaga nka Watsapp usanga bikoreshwa mu rwego rw’ikoranabuhanga rya mudasobwa.",Inkoranyamuga y'ikoranabuhanga,50,2026,auto_parsed,
rcha-it-000220,Igikoresho cy’ihuzanzira,igikôreesho cy’îhuuzanzira,,Network Connectivity Device | Network device,Périphérique réseau,Ikoranabuhanga rya murandasi.,"Igice cyihariye gikoreshwa mu ihuzanzira kiyobora imimaro, gutanga amategeko no guhuza ku buryo bwihariye imiyoboro y’ihuzanzira nk’iy’ibikoresho bihera cyangwa nkoramumaro, intanganzira, impinduranzira, intangamakuru, inkomatanyanzira n’amakarita mpuzanzira.",Inkoranyamuga y'ikoranabuhanga,50,2026,auto_parsed,
rcha-it-000221,Igikoresho ngendanwa,igikôreesho ngeendânwa,,Mobile device,Appareil mobile,Ikoranabuhanga rya mudasobwa.,"Igikoresho cy’ikoranabuhanga umuntu ashobora kwitwaza kikaba kitaremereye kandi ari gito ku buryo cyafatwa mu kiganza, kikaba cyakoreshwa mu rugendo ku buryo cyigenga, aha twavuga telefoni igezweho n’ikibaho nkoranabuhanga.",Inkoranyamuga y'ikoranabuhanga,50,2026,auto_parsed,
rcha-it-000222,Igikoresho nsesenguzi,igikôreesho nsêseenguzi,,Analytic tool | Business Intelligence tool | decision support system,Outil d'analyse | systèmes d'aide à la décision | outils d’intelligence d'affaires,Ikoranabuhanga rya mudasobwa.,"Porogaramu cyangwa sisitemu ifasha abakoresha gusesengura amakuru kugira ngo babone ubumenyi, barusheho gufata ibyemezo, kandi barusheho kunoza inzira.",Inkoranyamuga y'ikoranabuhanga,50,2026,auto_parsed,
rcha-it-000223,Igikoresho nziramugozi,igikoresho nzîramûgozî,,Wireless device,Appareil sans fil,Ikoranabuhanga rya murandasi.,"mudasobwa ikora nta rutsinga rugaragara ikoresheje ahubwo yifashishije ikoranabuhanga nka Wi-Fi cyangwa Bluetooth, bikayifasha kugera kuri murandasi no guhererekanya amakuru hamwe no gukoresha ubushobozi nkoranabuhanga butandukanye ndetse no gukoresha inkoranabuhanga nkoreshwa.",Inkoranyamuga y'ikoranabuhanga,51,2026,auto_parsed,
rcha-it-000224,Igikumwe koranabuhanga,igikûmwe kôranabûhaânga,,Fingerprint,Empreinte digitale,Ikoranabuhanga rya mudasobwa.,Ikimenyetso gisigwa n’imigongo y’igikumwe iyo umuntu akojeje urutoki ku kamashini kagenzura amakuru atanga uburenganzira bwo gufungura imashini kakayemeza.,Inkoranyamuga y'ikoranabuhanga,51,2026,auto_parsed,
rcha-it-000225,Igipimo cy’igihe cy’isaha,igipimo cy’îgihe cy’îisâahâ,,Clock Cycle | machine cycle | clock tick,Cycle d'horloge | tick d'horloge,Ikoranabuhanga rya mudasobwa.,igice cy'ibanze cy'igihe cya poroseseri ya mudasobwa (CPU).,Inkoranyamuga y'ikoranabuhanga,51,2026,auto_parsed,
rcha-it-000226,Igipimo cy’inyuguti mu ikoranabuhanga,igipimo cy’înyugûti mu iikôranabûhaânga,,Code page | character set | encoding,Page de codes | jeu de caractères | codage,Ikoranabuhanga rya mudasobwa.,"Imbonerahamwe y’agaciro aho buri nyuguti ihagararirwa n’umubare, bigatuma mudasobwa ishobora kumenya inyuguti, bityo ikagaragaza nta kosa inyandiko.",Inkoranyamuga y'ikoranabuhanga,51,2026,auto_parsed,
rcha-it-000227,Igipimo cy’ubwaguke,igipimo cy’ûbwaâguke,,F-number/Aperture,"Ouvertre, Nombre F",Ikoranabuhanga ry’amashusho,Uburyo imboni koranabuhanga ya kamera yongera cyangwa igabanya urumuri ruyinjiramo mu ifatashusho.,Inkoranyamuga y'ikoranabuhanga,51,2026,auto_parsed,
rcha-it-000228,Igipimo cy’umurimo koranabuhanga,igipimo cy’ûmurimo kôranabûhaânga,,Thread,Fil Conducteur,Ikoranabuhanga rya mudasobwa.,"itsinda rito cyangwa urukurikirane rw'amabwiriza mudasobwa ishobora gukoresha no gushyira mu bikorwa, ni ryo shingiro ry'ikoreshwa ry'ingufu zo gutunganya.",Inkoranyamuga y'ikoranabuhanga,51,2026,auto_parsed,
rcha-it-000229,Igipimo ndangamakuru,igipimo ndâangamâkurû,,Data descriptor,Descripteur de données,Ikoranabuhanga rya mudasobwa.,"Imyubakire nyamibare y’ahantu cyangwa ibimenyetso by’ishusho, byakorewe gufata ibimenyetso byihariye kugira ngo imbonezamibare zishobore kubigereranya no kubihuza n’ibindi bimenyetso, hakavamo ikintu nk’ameza n’ayandi makuru nk’izina ameza, izina ry’ifishi ishusho irimo, n’ibihamyamakuru bikora ishusho y’ameza, iyi myubakire itanga amakuru asobanura amakuru.",Inkoranyamuga y'ikoranabuhanga,52,2026,auto_parsed,
rcha-it-000230,Igipimo ngaragazamakosa,igipimo ngâragazamâkosâ,,Error rate,Taux d'erreur,Ikoranabuhanga rya mudasobwa.,"Uburyo bugaragaza umubare w’amakosa abonrka mu makuru yoherezwa cyangwa atunganywa, ugereranyije n’amakuru yose yoherejwe.",Inkoranyamuga y'ikoranabuhanga,52,2026,auto_parsed,
rcha-it-000231,Igipimo nsumbabyose hererekanyamakuru,igipimo nsûumbabyôose hêererekanyamakuru,,Maximum transmission rate | data transmission rate,Débit de transmission de données,Ikoranabuhanga rya murandasi.,Ubwinshi bw’amakuru yoherezwa,Inkoranyamuga y'ikoranabuhanga,52,2026,auto_parsed,
rcha-it-000232,Igisanduku cya mudasobwa,igisâandukû cyaa mûdasobwâ,,Computer housing | computer case | computer chassis,Boîtier d’ordinateur | boite d'ordinateur | châssis d'ordinateur,Ikoranabuhanga rya mudasobwa.,Ikintu gishyirwamo ibikoresho byenda kuba byose bigize mudasobwa bwite.,Inkoranyamuga y'ikoranabuhanga,53,2026,auto_parsed,
rcha-it-000233,Ishusho,ishusho,,Graphic,Graphique,Ikoranabuhanga rya mudasobwa.,"Igishushanyije gikozwe cyangwa cyerekanwa hakoreshejwe mudasobwa na porogaramu zihariye, nk’amashusho, ibishushanyo, imbonerahamwe, n'ibindi bintu bifatika bikoreshwa mu gutanga amakuru, kongera itumanaho cyangwa kongera ubwiza bw'amashusho ku itangazamakuru koranabuhanga.",Inkoranyamuga y'ikoranabuhanga,53,2026,auto_parsed,
rcha-it-000234,Igishushanyo ngaragazasano,igishushaanyo ngâragazasâano,,Entity Relationship Diagram | ER Diagram,Diagramme de relation d'entité,Ikoranabuhanga rya mudasobwa.,"Ukwerekana uburyo ibintu bitandukanye (nk’abantu, ibintu cyangwa ibitekerezo) mu rwungano bifitanye isano, ubusanzwe bikoreshwa mu guhanga imiterere y’ikigega cy’amakuru hashushanywa ikarita igaragaza ibintu, ibibiranga n’amasano bifitanye hagati yabo, bigatanga cyane cyane imbata yerekana ukuntu amakuru azaba ateye kandi ahujwe mu rwungano.",Inkoranyamuga y'ikoranabuhanga,53,2026,auto_parsed,
rcha-it-000235,Igisubizo cya mudasobwa,igisûbizo cyaa mûdasobwâ,,Output,Sortie,Ikoranabuhanga rya mudasobwa.,"Ibiboneka bigaragara nk’amashusho, ibyumvishwa amatwi cyangwa intoki bitanzwe na mudasobwa nyuma y’isesengurwa ry’amakuru yatanzwe, twavuga nk’inyandiko, ishusho, ijwi cyangwa amashusho agenda yerekanywe ku irebero rya mudasobwa cyangwa biciye mu ndangururamajwi kimwe no mu nyandiko cyangwa iy’abafite ubumuga bwo kutabona biturutse mu ncapanyandiko.",Inkoranyamuga y'ikoranabuhanga,53,2026,auto_parsed,
rcha-it-000236,Igitangazamakuru,igitâangaazamâkurû,,Media agency | Media outlet,Agence de média,Isakazamakuru.,Ikigo kigizwe n’inzobere mu iyamamaza zizi gukora igenamigambi no gushyira hamwe no gukurikirana amakuru yavuye mu iyamamaza ryashyizwe ku bintu bitandukanye.,Inkoranyamuga y'ikoranabuhanga,54,2026,auto_parsed,
rcha-it-000237,Igitero gishingiye ku ndanga,igitêero gishiingîye kuu ndaanga,,Identity-based threat | Identity-based attack,Attaque/menace basée sur l'identité,Ikoranabuhanga rya mudasobwa.,"Ibitero bya murandasi byibanda ku makuru y’itahurwa ry’abakoresha mudasobwa, twavuga nk’amazina y’abayikoresha, amagambo banga n’ingaragazaburenganzira nyemeza zabo kugira ngo bashobore kwinjira ku buryo butemewe mu nzungano no ku makuru.",Inkoranyamuga y'ikoranabuhanga,54,2026,auto_parsed,
rcha-it-000238,Igitero koranabuhanga,igitêero kôranabûhaânga,,Cyber attack,Cyber-attaque,Ikoranabuhanga rya mudasobwa.,"Buri gikorwa cyose cyakwibasira kikanabangamira sisitemu ya mudasobwa, imiyoboro y’itumanaho, mudasobwa cyangwa se ibindi bikoresho by’ikoranabuhanga rigezweho.",Inkoranyamuga y'ikoranabuhanga,54,2026,auto_parsed,
rcha-it-000239,Igitero mwiyahuzi,igitêero mwîiyahuzi,,Brute force attack,Attaque par force brute,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo kwiba bukoresha gufoza mu gufindura amagambo banga, amakuru y’ifatanzira, imfunguzo z’iyandikabanga mu mibare.",Inkoranyamuga y'ikoranabuhanga,54,2026,auto_parsed,
rcha-it-000240,Igurisha mu ikoranabuhanga,iguriisha mu iikôranabûhaânga,,Distance selling | telephone sales | telephone selling | telesales,Télévente,Ikoranabuhanga ry’imari.,Ubucuruzi bukoresha tekiniki z’ikoranabuhanga cyangwa za radiyo bushingiye ku kugurisha igicuruzwa cyangwa serivisi ku bantu cyangwa ku bigo hakoreshejwe telefoni.,Inkoranyamuga y'ikoranabuhanga,54,2026,auto_parsed,
rcha-it-000241,Igurisha ryuzuye,iguriisha ryuuzûye,,Completed Store Transactions,Transactions en magasin terminées,Ikoranabuhanga ry’imari.,Agaciro k’ihindura gapima umubare w’ibyaguzwe kuri murandasi.,Inkoranyamuga y'ikoranabuhanga,54,2026,auto_parsed,
rcha-it-000242,Ihamagara,ihâmagara,,Voice call,Appel vocal,Itumanaho koranabuhanga.,"Uburyo koranabuhanga buguhuza n’umuntu nkaho muri kumwe mukaganira kuri telefoni, bigakemura ibibazo ku buryo bwihuse, ukaba wakumva niba afite imbamutima, mbese mugashyikirana.",Inkoranyamuga y'ikoranabuhanga,55,2026,auto_parsed,
rcha-it-000243,Ihanga ry’inkoranabuhanga,ihaanga ry’îinkôranabûhaânga,,Software engineering,Génie logiciel | ingénierie logicielle,Ikoranabuhanga rya mudasobwa.,"Ishami rya siyansi ya mudasobwa rishinzwe gushushanya, guteza imbere, gupima no kubungabunga porogaramu za mudasobwa.",Inkoranyamuga y'ikoranabuhanga,55,2026,auto_parsed,
rcha-it-000244,Ihangabimenyetso,ihaangabimenyeetso,,Coding theory,Théorie du codage,Ikoranabuhanga rya mudasobwa.,Inyigo y’imiterere y’indimi n’ihuzwa ry’inkoranabuhanga zihariye.,Inkoranyamuga y'ikoranabuhanga,55,2026,auto_parsed,
rcha-it-000245,Ihangabishya koranabuhanga,ihâangabîshya kôranabûhaânga,,Digital innovation,Innovation numérique,Ikoranabuhanga rya mudasobwa.,Imikorere mishya ishingiye ku kunoza serivisi cyangwa se ku bikorwa by’ikigo runaka binyuze mu guhindura uburyo bwakoreshwaga ahubwo iyo mikorere igasanishwa n’ikoranabuhanga rigezweho kugira ngo bihuzwe n’umuvuduko ikoranabuhanga ririho.,Inkoranyamuga y'ikoranabuhanga,55,2026,auto_parsed,
rcha-it-000246,Ihanganyandiko rubuga,ihaanganyandiko rubûga,,Web scripting,Script Web,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo guhanga no kwinjiza inyandiko ku rubuga rwa murandasi, bityo ibihashyizwe bikitwa inyandiko yo ku rubuga.",Inkoranyamuga y'ikoranabuhanga,55,2026,auto_parsed,
rcha-it-000247,Ihangashusho rya mudasobwa,ihaangashusho ryaa mûdasobwâ,,Computer imaging,Imagerie informatique,Ikoranabuhanga rya mudasobwa.,"Gufata amashusho kuri mudasobwa bikubiyemo gufata ishusho ya sisitemu y'imikorere cyangwa ishusho y'icyitegererezo, uhereye kuri mudasobwa y'icyitegererezo ukayishyira mu gikoresho kimwe cyangwa byinshi.",Inkoranyamuga y'ikoranabuhanga,55,2026,auto_parsed,
rcha-it-000248,Ihange nyamakuru,ihaânge nyamâkurû,,Information theory,Théorie de l'information,Ikoranabuhanga rya mudasobwa.,"Hakoreshejwe isesengura ry’amakuru, hashakwa umubare w’imyanya",Inkoranyamuga y'ikoranabuhanga,55,2026,auto_parsed,
rcha-it-000249,Ihange nyamwikoresha,ihaânge nyamwiikoreesha,,Automata Theory,Théorie des automates,Ikoranabuhanga rya mudasobwa.,"Ishami ryibanda ku ihange ry’ikoranabuhanga rishingiye ku ibonezabitekererezo ry’imibare, rigatanga ishingiro ry’iyumvwa ry’imibare no kugena za sisitemu z’indundo na musesenguzi, rikiga ku mashini nyabuhanga zitwa nyamwikoresha no ku bushobozi bwazo bwo kubara.",Inkoranyamuga y'ikoranabuhanga,56,2026,auto_parsed,
rcha-it-000250,Ihange ry’ibara,ihaânge ry’îbara,,Theory of computation,Théorie du calcul,Ikoranabuhanga rya mudasobwa.,"Ishami rihuza siyansi ya mudasobwa n'imibare rivuga ku buryo ibibazo bishobora gukemurwa hakoreshejwe uburyo bwo kubara, hakoreshejwe uburyo bwa aligoritime.",Inkoranyamuga y'ikoranabuhanga,56,2026,auto_parsed,
rcha-it-000251,Ihange ry’ibarika,ihaânge ry’îbarika,,Computability Theory | Computability Theory,Théorie de la calculabilité,Ikoranabuhanga rya mudasobwa.,Ubuhanga bwo kubara bushakashaka ibibazo bishobora gukemurwa n’imbonezamibare na za mudasobwa byibanda ku mbibi z’ibara no kuba hariho ibibazo bidashobora kubonerwa igisubizo twavuga nk’ikibazo cy’ihagarara ry’igikoresho koranabuhanga.,Inkoranyamuga y'ikoranabuhanga,56,2026,auto_parsed,
rcha-it-000252,Ihaza koranabuhanga,ihaaza kôranabûhaânga,,IT coverage | Coverage,Couverture informatique,Ikoranabuhanga rya mudasobwa.,Ahantu cyangwa ingano y’abantu bashobora kubona no kwakira uburyo bw’ihuzanzira kuri telefoni zabo.,Inkoranyamuga y'ikoranabuhanga,56,2026,auto_parsed,
rcha-it-000253,Ihekeranangiro,iheekeranangiro,,Convolution,Convolution,Ikoranabuhanga rya mudasobwa.,"Uburyo bukomeye cy’imibare gikoreshwa mu gutunganya ibimenyetso, amashusho, no mu by’ubwubatsi bw’ikoranabuhanga.",Inkoranyamuga y'ikoranabuhanga,56,2026,auto_parsed,
rcha-it-000254,Ihererekanya,ihêererekanya,,Transaction,Transaction,Itumanaho koranabuhanga.,Ihanahana ry’amakuru ryaba iryo mu rwego rw’ubucuruzi cyangwa urutari urw’ubucuruzi hakoreshejwe ikoranabuhanga.,Inkoranyamuga y'ikoranabuhanga,57,2026,auto_parsed,
rcha-it-000255,Ihererekanya koranabuhanga,ihêererekanya kôranabûhaânga,,Online Transactions,Transactions en ligne,Ikoranabuhanga ry’imari.,"Kugura, kugurisha, kwishyura cyangwa kohereza amafaranga kuri murandasi ukoresheje mudasobwa cyangwa telefoni igendanwa.",Inkoranyamuga y'ikoranabuhanga,57,2026,auto_parsed,
rcha-it-000256,Ihererekanyafaranga koranabuhanga,iheererekanyafaraanga kôranabûhaânga,,Electronic transaction,Transaction électronique,Ikoranabuhanga ry’imari.,"Uburyo bwo guhaha bugezweho budasaba ko uba ufite amafaranga mu ntoki, akenshi hifashishwa ikarita yabugenewe.",Inkoranyamuga y'ikoranabuhanga,57,2026,auto_parsed,
rcha-it-000257,Ihererekanyamakuru mu ipaki,ihêererekanyamâkurû mu iipaki,,Packet switching,Commutation de paquets,Itumanaho koranabuhanga.,"Uburyo bwo guherererekanya amakuru mu dupaki duto, hanyuma akongera kwegeranywa ku murongo n’abayakiriye.",Inkoranyamuga y'ikoranabuhanga,57,2026,auto_parsed,
rcha-it-000258,Ihererekanyamakuru nyambukiranyamipaka,ihêererekanyamâkurû nyâmbukiranyamîpakâ,,Transborder data flow,Flux transfrontalier de données,Itumanaho koranabuhanga.,Uguhererekanya amakuru ava mu gihugu kimwe ajya mu kindi hifashishijwe icyogajuru cyangwa imiyoboro yo kubutaka.,Inkoranyamuga y'ikoranabuhanga,57,2026,auto_parsed,
rcha-it-000259,Ihererekanyamakuru kuri murandasi,ihêererekanyamâkurû kurî murâandasî,,Exchange Online,Échange en ligne,Itumanaho koranabuhanga.,"Urubuga rwo kohererezanya ubutumwa rushingiye ku bubiko bw’iyakure butanga za aderesi nkoranabuhanga, karendari, ibiranga n’ibigomba gukorwa.",Inkoranyamuga y'ikoranabuhanga,58,2026,auto_parsed,
rcha-it-000260,Ihererekanyamiraba,ihêererekanyamîraba,,Microwave transmission,Transmission par micro-ondes,Ikoranabuhanga rya murandasi.,"Itumanaho ryifashisha imiraba ifite ingufu zo hejuru inakoresha igipimo kinini cy’amakuru, iri mu itumanaho ahanini rikoreshwa ku rwego mpuzamahanga cyangwa mu byogajuru.",Inkoranyamuga y'ikoranabuhanga,58,2026,auto_parsed,
rcha-it-000261,Ihindagurika nyagihe mbonamakuru,(ihiindagurika nyagihe mbônamâkurû,,Jitter,La gigue,Itumanaho koranabuhanga.,ihindagurika ry’igihe amakuru amara mu muyoboro w’itumanaho kugira ngo agere aho yoherejwe.,Inkoranyamuga y'ikoranabuhanga,58,2026,auto_parsed,
rcha-it-000262,Ihindura,ihiindura,,Conversion,Conversion,Ikoranabuhanga rya mudasobwa.,"Uburyo bw’ihindura koranabuhanga aho ikintu kiva mu miterere imwe kijya mu yindi, ariko indemo yacyo ntihinduke. Urugero, ushobora guhindura inyandiko ya Word uyigira PDF cyangwa videwo ukayihindura amajwi gusa.",Inkoranyamuga y'ikoranabuhanga,58,2026,auto_parsed,
rcha-it-000263,Ihindurajwi,ihîindurajwî,,Audio conversion,Conversion audio,Urusobe ntangamakuru.,"Uburyo bw’ihindura koranabuhanga aho amajwi ari mu miterere imwe runaka ashyirwa mu yindi, ariko indemo ntihinduke., urugero, amajwi: yafashwe mu buryo bwa WAV akajya muri MP3 akenshi bigamije koroshya ikoreshwa ry’ayo majwi.",Inkoranyamuga y'ikoranabuhanga,58,2026,auto_parsed,
rcha-it-000264,Ihinduramiterere y’amajwi,ihîinduramîteêrere y’âmajwî,,Sound conversion | Audio conversion,Conversion sonore | Conversion audio,Ikoranabuhanga ry’amajwi.,"Uburyo bw’ihindura koranabuhanga ry’amajwi aho amajwi akurwa mu miterere yayo karemano akajya mu miterere y’ikoranabuhanga mudasobwa zishobora kubika, gutunganya no kohereza.",Inkoranyamuga y'ikoranabuhanga,59,2026,auto_parsed,
rcha-it-000265,Ihinduramiterere y’amakuru,ihîinduramîteêrere y’âmakurû,,Data Conversion,Conversion des données,Ikoranabuhanga rya mudasobwa.,"Uburyo bw’ihindura koranabuhanga aho amakuru ari mu miterere imwe runaka ashyirwa mu yindi, ariko indemo ntihinduke hagamijwe koroshya ikoreshwa ryayo. Urugero, ushobora guhindura amakuru ya CSV uyagira Excel.",Inkoranyamuga y'ikoranabuhanga,59,2026,auto_parsed,
rcha-it-000266,Ihinduramiterere y’ibara,ihîinduramîteêrere y’îibâra,,Color Space Transformation,Transformation de l'espace colorimétrique,Ikoranabuhanga rya mudasobwa.,"Uburyo bw’ikoranabuhanga bwo guhindura uko amabara ahagararirwa mu ifoto cyangwa ishusho, urugero nko guhindura ishusho iri mu mabara ya RGB (Umutuku, Icyatsi, Ubururu) ikajya muri Grayscale (umweru n’umukara) kugira ngo igabanye umwanya ifata mu bubiko cyangwa kuyihindura muri YIQ (Ubukesha, umuhondo ushyira ubururu n’idoma ryijimyemo ibihogo rishyira icyatsi kibisi) bigafasha mu kugabanya uburemere mu mabara y’amafoto cyangwa y’amashusho.",Inkoranyamuga y'ikoranabuhanga,59,2026,auto_parsed,
rcha-it-000267,Ihinduramiterere y’ishusho,ihîinduramîteêrere y’îshusho,,Image conversion,Conversion d’image,Ikoranabuhanga ry’amashusho.,Uburyo bw’ihindura koranabuhanga aho ifoto iva mu miterere imwe ijya mu yindi cyangwa ikava mu bwoko bumwe bwa dosiye ijya mu bundi cyangwa mu buryo bumwe bw’amabara ijya mu bundi.,Inkoranyamuga y'ikoranabuhanga,59,2026,auto_parsed,
rcha-it-000268,Ihinduramiterere y’ishusho nyandiko,ihîinduramîteêrere y’îshushu nyandiko,,Image-to-Text Conversion,Conversion d'image en texte,Ikoranabuhanga rya mudasobwa.,Uburyo,Inkoranyamuga y'ikoranabuhanga,59,2026,auto_parsed,
rcha-it-000269,Ihindurafishiye,ihiindurafishiye,,File Conversion,Conversion de fichiers,Ikoranabuhanga rya mudasobwa.,"Uburyo bw’ihindura koranabuhanga aho inyandiko iri mu miterere imwe runaka ishyirwa mu yindi, ariko indemo ntihinduke hagamijwe koroshya ikoreshwa ryayo, nk’urugero umuntu ashobora guhindura inyandiko ya word ikaba pdf.",Inkoranyamuga y'ikoranabuhanga,60,2026,auto_parsed,
rcha-it-000270,Ihinduramiterere ya fishiye,ihîinduramîteêrere ya fishiye,,File Format Conversion,Conversion de format de fichier,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo guhindura inyongera za fishiye ziva mu bwoko bumwe bwa dosiye zijya mu bundi, urugero nko guhindura dosiye ya BMP cyangwa ishusho idatunganyije ikajya muri PNG, JPEG cyangwa GIF kugira ngo ibashe gukoreshwa neza muri porogaramu runaka. Ihinduramiterere ya sisitemu (ihîinduramîteêrere ya siisiteêmu)",Inkoranyamuga y'ikoranabuhanga,60,2026,auto_parsed,
rcha-it-000271,Ihinduramunara,ihîinduramûnarâ,,Data roaming,Itinérance des données,Ikoranabuhanga rya murandasi.,"Ugukoresha serivisi zitanga amakuru kuri telefoni zo hanze y’ikigo, bigatuma uguha serivisi ya murandasi kuri telefoni agira amafaranga yongeraho ku kiguzi bitewe n’aho amakuru yoherezwa ndetse n’icyo agamije gukoreshwa.",Inkoranyamuga y'ikoranabuhanga,60,2026,auto_parsed,
rcha-it-000272,Ihindurashusho,ihiindurashusho,,Video conversion | Image conversion,Conversion vidéo | Conversion d'images,Urusobe ntangamakuru.,"Uburyo bw’ihinduria koranabuhanga aho videwo iri mu miterere imwe runaka ishyirwa mu yindi, ariko indemo ntihinduke, nk’urugero, guhindura videwo yafashwe mu buryo bwa AVI, MOV, MKV ikaba MP4 akenshi bigamije koroshya ikoreshwa ry’iyo videwo.",Inkoranyamuga y'ikoranabuhanga,61,2026,auto_parsed,
rcha-it-000273,Ihindurashusho koranabuhanga,ihiindurashusho kôranabûhaânga,,Raster-to-Vector Conversion | Image Tracing,Conversion raster-vecteur | traçage d'image,Ikoranabuhanga rya mudasobwa.,Uburyo bw’ikoranabuhanga bwo guhindura uduce duto tw’amabara tugize amashusho tugahindurwamo ibishushanyo bya vekiteri.,Inkoranyamuga y'ikoranabuhanga,61,2026,auto_parsed,
rcha-it-000274,Ihinyuza ryisubira,ihinyuza ryiisûbiira,,Cross-reference,Référencement croisé,Ikoranabuhanga rya mudasobwa.,Urutonde rwa buri zina ry’ifishi na nomero yo ku rutonde yayo aho ingaragazabwite yahawe izina yatanzwe yigaragaza mu rutonde nkomoko rw’imbonezamikorere.,Inkoranyamuga y'ikoranabuhanga,61,2026,auto_parsed,
rcha-it-000275,Inkomatanyanzira,inkomatanyanzira,,Network hub,Hub,Ikoranabuhanga rya murandasi.,"Igikoresho gihuza mudasobwa nyinshi cyangwa mudasobwa n’ibindi bikoresho, kikaba hagati y’ibindi bikoresho byo ku mpera kikabihuza, byaba ari za mudasobwa cyangwa ibindi bikoresho, kikaba umutwe w’ihuzanzira rya hafi ku buryo buri gikoresho kigicometseho kigisangiza amakuru kibonye.",Inkoranyamuga y'ikoranabuhanga,61,2026,auto_parsed,
rcha-it-000276,Ihuriro ry’ihinduranya ngendanwa,ihûuriro ry’îhiinduranya ngeendânwa,,Mobile Switching Center,Centre de Commutation Mobile,Ikoranabuhanga rya mudasobwa.,"Inkingi ya mwamba y’ihuzanzira rya GSM /CDMA ikora nk’urwungano mpinduranyamiyoboro rugendanwa (NSS) ruhuza abahamagarwa b’abafatabuguzi ruhinduranya amatsinda y’amajwi koranabuhanga hagati y’inzira huzanzira, rugatanga amakuru ya ngombwa mu kwita ku bafatabuguzi ba serivisi ngendanwa nko kwiyandikisha no kwemeza abakoresha umuyoboro.",Inkoranyamuga y'ikoranabuhanga,62,2026,auto_parsed,
rcha-it-000277,Ihuzamabara rya CMYK,ihûuzamâbara ryaa CMYK,,Cyan Magenta Yellow Black (CMYK) | CMYK color model | process color | four color,Modèle de couleur CMJN | quadrichromie,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo guhuza amabara y’ubururu bw’ikirere, iroza ryijimyemo idoma, umuhondo n’umukara bukoreshwa mu icapiro bugatanga amabara yose bifuza.",Inkoranyamuga y'ikoranabuhanga,62,2026,auto_parsed,
rcha-it-000278,Ihuzamabara rya RGB,ihûuzamâbara ryaa RGB,,Red Green Blue (RGB) Color Model,Modèle de couleur RVB,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo guhuza amabara y’umutuku, icyatsi kibisi, n’umukara bukoreshwa mu icapiro bugatanga amabara yose bifuza.",Inkoranyamuga y'ikoranabuhanga,62,2026,auto_parsed,
rcha-it-000279,Ihuzamajwi,ihûuzamâjwi,,Reverberation | Reverb,Réverbération,Ikoranabuhanga ry’amajwi.,Ijwi,Inkoranyamuga y'ikoranabuhanga,62,2026,auto_parsed,
rcha-it-000280,Ihuzamakuru banga nyamubiri,Ihûuzamâkurû baanga nyamubiri,,Biometrics integration,Intégration biométrique,Ikoranabuhanga ndangamuntu.,"Imashini gitoroniki yakorewe gutahura no kwemeza biciye mu bimenyetso nyamubiri cyangwa nyamyitwarire nko gutahura isura, gusoma ibimenyetso by’intoki, gutahura ikiganza n’ibindi, bigafasha mu kazi kumenya abaje mu kazi, ibyo bakoze kuri buri gikorwa, bigatanga ishusho rusange y’imigendekere y’akazi.",Inkoranyamuga y'ikoranabuhanga,63,2026,auto_parsed,
rcha-it-000281,Ihuzamikoranire koranabuhanga,ihûuzamîkorânire kôranabûhaânga,,Interoperability,Interopérabilité,Itumanaho koranabuhanga.,"Ikigero inkoranabuhanga, ibikoresho n’inkoranabuhanga nkoreshwa cyangwa ikindi kintu cyose gishobora gufatana n’ibindi bigahererekanya amakuru ku buryo buri ku murongo hatabayeho igikorwa cy’ukoresha mudasobwa.",Inkoranyamuga y'ikoranabuhanga,63,2026,auto_parsed,
rcha-it-000282,Ihuzamikoranire y’imashini,Ihûuzamîkorânire y’îimâshiîni,,Machine to machine communication,Communication de machine à machine,Ikoranabuhanga rya murandasi.,Igihe ibikoresho bya mudasobwa bitandukanye bishobora kwifashisha murandasi bihererekanya amakuru hagati yabyo hatabayeho uruhare rwa muntu.,Inkoranyamuga y'ikoranabuhanga,63,2026,auto_parsed,
